run_type,seq_len,batch_size,op_name,cuda_time_total_ms,cuda_time_mean_ms,cpu_time_total_ms,cuda_occurrences,input_shapes,extra_tags
prefill,512,8,inference_forward,0.0,0.0,17.294810000000002,1,,
prefill,512,8,aten::view,0.0,0.0,0.3127739999999874,201,,
prefill,512,8,aten::embedding,0.0,0.0,2.6245819999999997,2,,
prefill,512,8,aten::reshape,0.0,0.0,0.04824799999999811,15,,
prefill,512,8,aten::index_select,0.0,0.0,2.601402,2,,
prefill,512,8,aten::empty,0.0,0.0,0.6021970000000046,198,,
prefill,512,8,aten::resize_,0.0,0.0,0.014458999999999946,3,,
prefill,512,8,Activity Buffer Request,0.0,0.0,2.49875,1,,
prefill,512,8,cudaLaunchKernel,0.0,0.0,1.8970180000000105,234,,
prefill,512,8,inference_forward,0.0,0.0,0.0,1,,
prefill,512,8,"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0.0,0.0,0.0,2,,
prefill,512,8,aten::arange,0.0,0.0,0.0590619999999999,2,,
prefill,512,8,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",0.0,0.0,0.0,1,,
prefill,512,8,aten::unsqueeze,0.0,0.0,0.008519999999999982,1,,
prefill,512,8,aten::as_strided,0.0,0.0,0.12100000000001683,137,,
prefill,512,8,aten::to,0.0,0.0,0.27932800000000363,37,,
prefill,512,8,aten::add,0.0,0.0,0.8094050000000002,49,,
prefill,512,8,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0.0,0.0,0.0,1,,
prefill,512,8,aten::dropout,0.0,0.0,0.010170999999996183,25,,
prefill,512,8,aten::layer_norm,0.0,0.0,0.9779220000000018,25,,
prefill,512,8,aten::native_layer_norm,0.0,0.0,0.8812509999999966,25,,
prefill,512,8,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0.0,0.0,0.0,25,,
prefill,512,8,aten::addmm,0.0,0.0,1.9063050000000012,48,,
prefill,512,8,ampere_sgemm_128x64_nn,0.0,0.0,0.0,24,,
prefill,512,8,aten::split,0.0,0.0,0.2578030000000008,12,,
prefill,512,8,aten::narrow,0.0,0.0,0.17404299999998965,36,,
prefill,512,8,aten::slice,0.0,0.0,0.14104100000000472,39,,
prefill,512,8,aten::transpose,0.0,0.0,0.25605899999998927,97,,
prefill,512,8,aten::_to_copy,0.0,0.0,0.2398050000000003,24,,
prefill,512,8,aten::empty_strided,0.0,0.0,0.1016630000000032,24,,
prefill,512,8,aten::copy_,0.0,0.0,0.040472999999997226,24,,
prefill,512,8,aten::lift_fresh,0.0,0.0,0.0025820000000021538,24,,
prefill,512,8,aten::detach_,0.0,0.0,0.027961999999999536,24,,
prefill,512,8,detach_,0.0,0.0,0.007879000000000814,24,,
prefill,512,8,aten::cat,0.0,0.0,0.5398000000000011,24,,
prefill,512,8,aten::scaled_dot_product_attention,0.0,0.0,0.7206420000000017,12,,
prefill,512,8,aten::_scaled_dot_product_efficient_attention,0.0,0.0,0.6076130000000031,12,,
prefill,512,8,aten::_efficient_attention_forward,0.0,0.0,0.37934799999999996,12,,
prefill,512,8,cudaStreamIsCapturing,0.0,0.0,0.013327999999997701,12,,
prefill,512,8,cudaOccupancyMaxActiveBlocksPerMultiprocessor,0.0,0.0,0.023830000000003564,13,,
prefill,512,8,aten::mul,0.0,0.0,0.6707509999999965,48,,
prefill,512,8,aten::pow,0.0,0.0,0.37032999999999994,12,,
prefill,512,8,aten::result_type,0.0,0.0,0.003518999999997504,12,,
prefill,512,8,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",0.0,0.0,0.0,24,,
prefill,512,8,aten::tanh,0.0,0.0,0.13746299999999792,12,,
prefill,512,8,"fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 64, 64, 64, true, true>::Params)",0.0,0.0,0.0,12,,
prefill,512,8,ampere_sgemm_128x32_nn,0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",0.0,0.0,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",0.0,0.0,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",0.0,0.0,0.0,12,,
prefill,512,8,ampere_sgemm_64x32_sliced1x4_nn,0.0,0.0,0.0,12,,
prefill,512,8,aten::linear,0.0,0.0,0.08275200000000041,1,,
prefill,512,8,aten::t,0.0,0.0,0.005860000000000582,1,,
prefill,512,8,aten::matmul,0.0,0.0,0.0666820000000007,1,,
prefill,512,8,aten::mm,0.0,0.0,0.048861000000000786,1,,
prefill,512,8,aten::_unsafe_view,0.0,0.0,0.00575,1,,
prefill,512,8,cudaDeviceSynchronize,0.0,0.0,55.855577999999994,1,,
prefill,512,8,ampere_sgemm_128x64_tn,0.0,0.0,0.0,1,,
prefill,512,8,inference_forward,0.0,0.0,17.258969,1,,
prefill,512,8,aten::view,0.0,0.0,0.31475000000001374,201,,
prefill,512,8,aten::embedding,0.0,0.0,2.5258709999999995,2,,
prefill,512,8,aten::reshape,0.0,0.0,0.05159199999999714,15,,
prefill,512,8,aten::index_select,0.0,0.0,2.5020010000000004,2,,
prefill,512,8,aten::empty,0.0,0.0,0.5960079999999769,198,,
prefill,512,8,aten::resize_,0.0,0.0,0.014769999999999868,3,,
prefill,512,8,Activity Buffer Request,0.0,0.0,2.4015280000000003,1,,
prefill,512,8,cudaLaunchKernel,0.0,0.0,1.9142199999999916,234,,
prefill,512,8,inference_forward,0.0,0.0,0.0,1,,
prefill,512,8,"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0.0,0.0,0.0,2,,
prefill,512,8,aten::arange,0.0,0.0,0.055170999999999824,2,,
prefill,512,8,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",0.0,0.0,0.0,1,,
prefill,512,8,aten::unsqueeze,0.0,0.0,0.008130999999999859,1,,
prefill,512,8,aten::as_strided,0.0,0.0,0.1107979999999934,137,,
prefill,512,8,aten::to,0.0,0.0,0.24169500000000152,37,,
prefill,512,8,aten::add,0.0,0.0,0.8221620000000085,49,,
prefill,512,8,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0.0,0.0,0.0,1,,
prefill,512,8,aten::dropout,0.0,0.0,0.010791999999999916,25,,
prefill,512,8,aten::layer_norm,0.0,0.0,1.0193829999999953,25,,
prefill,512,8,aten::native_layer_norm,0.0,0.0,0.9189780000000014,25,,
prefill,512,8,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0.0,0.0,0.0,25,,
prefill,512,8,aten::addmm,0.0,0.0,1.901614999999999,48,,
prefill,512,8,ampere_sgemm_128x64_nn,0.0,0.0,0.0,24,,
prefill,512,8,aten::split,0.0,0.0,0.2702990000000068,12,,
prefill,512,8,aten::narrow,0.0,0.0,0.19106500000000506,36,,
prefill,512,8,aten::slice,0.0,0.0,0.1434970000000044,39,,
prefill,512,8,aten::transpose,0.0,0.0,0.2700690000000036,97,,
prefill,512,8,aten::_to_copy,0.0,0.0,0.20931400000000122,24,,
prefill,512,8,aten::empty_strided,0.0,0.0,0.09239499999999953,24,,
prefill,512,8,aten::copy_,0.0,0.0,0.04048800000000574,24,,
prefill,512,8,aten::lift_fresh,0.0,0.0,0.0026470000000017534,24,,
prefill,512,8,aten::detach_,0.0,0.0,0.026960000000003675,24,,
prefill,512,8,detach_,0.0,0.0,0.006719000000002779,24,,
prefill,512,8,aten::cat,0.0,0.0,0.5502180000000008,24,,
prefill,512,8,aten::scaled_dot_product_attention,0.0,0.0,0.7374169999999958,12,,
prefill,512,8,aten::_scaled_dot_product_efficient_attention,0.0,0.0,0.6274020000000009,12,,
prefill,512,8,aten::_efficient_attention_forward,0.0,0.0,0.3981089999999995,12,,
prefill,512,8,cudaStreamIsCapturing,0.0,0.0,0.013149999999998727,12,,
prefill,512,8,cudaOccupancyMaxActiveBlocksPerMultiprocessor,0.0,0.0,0.022923000000000682,13,,
prefill,512,8,aten::mul,0.0,0.0,0.6988509999999979,48,,
prefill,512,8,aten::pow,0.0,0.0,0.4208289999999988,12,,
prefill,512,8,aten::result_type,0.0,0.0,0.003369000000001506,12,,
prefill,512,8,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",0.0,0.0,0.0,24,,
prefill,512,8,aten::tanh,0.0,0.0,0.14651400000000286,12,,
prefill,512,8,"fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 64, 64, 64, true, true>::Params)",0.0,0.0,0.0,12,,
prefill,512,8,ampere_sgemm_128x32_nn,0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",0.0,0.0,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",0.0,0.0,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",0.0,0.0,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",0.0,0.0,0.0,12,,
prefill,512,8,ampere_sgemm_64x32_sliced1x4_nn,0.0,0.0,0.0,12,,
prefill,512,8,aten::linear,0.0,0.0,0.07651100000000224,1,,
prefill,512,8,aten::t,0.0,0.0,0.006099999999998545,1,,
prefill,512,8,aten::matmul,0.0,0.0,0.06077100000000064,1,,
prefill,512,8,aten::mm,0.0,0.0,0.04766100000000006,1,,
prefill,512,8,aten::_unsafe_view,0.0,0.0,0.0017900000000008731,1,,
prefill,512,8,cudaDeviceSynchronize,0.0,0.0,55.617913,1,,
prefill,512,8,ampere_sgemm_128x64_tn,0.0,0.0,0.0,1,,
prefill,512,8,inference_forward,69.39163699999995,69.39163699999995,17.595736,1,,
prefill,512,8,aten::view,0.0,0.0,0.3063519999999993,201,,
prefill,512,8,aten::embedding,0.09686199999999963,0.048430999999999814,2.674503,2,,
prefill,512,8,aten::reshape,0.0,0.0,0.04583000000000265,15,,
prefill,512,8,aten::index_select,0.09686199999999963,0.048430999999999814,2.6515229999999996,2,,
prefill,512,8,aten::empty,0.0,0.0,0.6479569999999963,198,,
prefill,512,8,aten::resize_,0.0,0.0,0.013630000000000224,3,,
prefill,512,8,Activity Buffer Request,0.043998999999999795,0.043998999999999795,2.5534010000000005,1,,
prefill,512,8,cudaLaunchKernel,0.0,0.0,1.9214269999999816,234,,
prefill,512,8,inference_forward,70.182837,70.182837,0.0,1,,
prefill,512,8,"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0.05286299999999983,0.026431499999999913,0.0,2,,
prefill,512,8,aten::arange,0.0038400000000001454,0.0019200000000000727,0.05645100000000048,2,,
